studentId,ciclo,Calificacion_Promedio,Tareas_Puntuales,Tareas_No_Entregadas,Tareas_Retrasadas,Total_Tareas
87698.0,2019 - 08,65.17857142857143,12.0,2.0,0.0,14.0
85921.0,2019 - 07,77.0,10.0,0.0,0.0,10.0
75650.0,2019 - 03,37.5,9.0,6.0,0.0,15.0
70768.0,2019 - 01,0.0,0.0,9.0,0.0,9.0
88483.0,2020 - 01,90.66666666666667,15.0,0.0,0.0,15.0
71374.0,2019 - 01,91.636,5.0,0.0,0.0,5.0
88706.0,2019 - 08,60.00066666666667,12.0,3.0,0.0,15.0
86104.0,2019 - 07,16.5,2.0,8.0,0.0,10.0
95720.0,2020 - 01,77.94846153846154,12.0,1.0,0.0,13.0
61889.0,2018 - 04,0.0,0.0,8.0,1.0,9.0
91670.0,2020 - 01,71.05263157894737,13.0,5.0,1.0,19.0
91532.0,2020 - 01,62.7775,8.0,3.0,1.0,12.0
86929.0,2019 - 07,32.362,7.0,8.0,0.0,15.0
74283.0,2019 - 02,93.5,5.0,0.0,0.0,5.0
86102.0,2019 - 07,73.92857142857143,11.0,3.0,0.0,14.0
75546.0,2019 - 03,98.88888888888889,9.0,0.0,0.0,9.0
97978.0,2020 - 02,74.44444444444444,5.0,2.0,2.0,9.0
72641.0,2019 - 02,46.667,6.0,4.0,0.0,10.0
82006.0,2019 - 06,50.302727272727275,7.0,4.0,0.0,11.0
80915.0,2019 - 05,34.81444444444445,4.0,5.0,0.0,9.0
82492.0,2020 - 01,43.733333333333334,8.0,6.0,1.0,15.0
76149.0,2019 - 03,94.13555555555556,18.0,0.0,0.0,18.0
79566.0,2019 - 05,98.88888888888889,9.0,0.0,0.0,9.0
100075.0,2020 - 02,93.63636363636364,11.0,0.0,0.0,11.0
96195.0,2020 - 01,92.59222222222222,9.0,0.0,0.0,9.0
77892.0,2019 - 04,84.546,5.0,0.0,0.0,5.0
71465.0,2019 - 01,97.0,5.0,0.0,0.0,5.0
99209.0,2020 - 02,87.273,10.0,0.0,0.0,10.0
69803.0,2018 - 08,89.834,5.0,0.0,0.0,5.0
92586.0,2020 - 01,70.595,12.0,2.0,0.0,14.0
77432.0,2019 - 04,86.06,10.0,1.0,0.0,11.0
82170.0,2019 - 06,28.88888888888889,3.0,6.0,0.0,9.0
90826.0,2020 - 01,0.0,0.0,12.0,0.0,12.0
100224.0,2020 - 02,84.54545454545455,10.0,1.0,0.0,11.0
56924.0,2018 - 01,84.6288888888889,9.0,0.0,0.0,9.0
93616.0,2020 - 01,67.55214285714285,12.0,2.0,0.0,14.0
87635.0,2019 - 08,41.6,3.0,2.0,0.0,5.0
101608.0,2020 - 02,50.76923076923077,6.0,5.0,2.0,13.0
82094.0,2019 - 06,95.5,10.0,0.0,0.0,10.0
94559.0,2020 - 01,91.346,5.0,0.0,0.0,5.0
94268.0,2020 - 01,87.33333333333333,15.0,0.0,0.0,15.0
83037.0,2019 - 06,97.66642857142857,14.0,0.0,0.0,14.0
80307.0,2019 - 05,82.7775,11.0,1.0,0.0,12.0
76441.0,2019 - 03,77.33333333333333,13.0,2.0,0.0,15.0
80305.0,2019 - 05,93.333,10.0,0.0,0.0,10.0
71166.0,2019 - 01,92.77666666666667,9.0,0.0,0.0,9.0
87714.0,2019 - 08,85.75727272727272,10.0,1.0,0.0,11.0
101490.0,2020 - 02,88.99363636363636,11.0,0.0,0.0,11.0
96328.0,2020 - 01,85.91666666666667,12.0,0.0,0.0,12.0
63102.0,2018 - 05,70.333,9.0,1.0,0.0,10.0
94855.0,2020 - 01,0.0,0.0,15.0,0.0,15.0
94853.0,2020 - 01,51.666666666666664,8.0,4.0,0.0,12.0
46561.0,2017 - 04,74.6675,8.0,0.0,0.0,8.0
98260.0,2020 - 02,69.5,7.0,1.0,2.0,10.0
100055.0,2020 - 02,70.416875,12.0,4.0,0.0,16.0
78276.0,2019 - 04,92.0,15.0,0.0,0.0,15.0
84153.0,2019 - 06,87.38142857142857,14.0,0.0,0.0,14.0
80928.0,2019 - 05,54.666,7.0,3.0,0.0,10.0
82955.0,2019 - 06,90.47571428571429,14.0,0.0,0.0,14.0
97940.0,2020 - 02,25.454545454545453,3.0,8.0,0.0,11.0
68529.0,2018 - 08,97.96333333333334,9.0,0.0,0.0,9.0
80420.0,2019 - 05,10.444666666666667,2.0,13.0,0.0,15.0
101393.0,2020 - 02,59.04785714285714,5.0,4.0,5.0,14.0
87047.0,2019 - 07,96.667,10.0,0.0,0.0,10.0
92834.0,2020 - 01,84.54545454545455,11.0,0.0,0.0,11.0
81414.0,2019 - 05,99.25888888888889,9.0,0.0,0.0,9.0
97097.0,2020 - 02,84.8490909090909,11.0,0.0,0.0,11.0
68632.0,2019 - 01,3.3333333333333335,0.0,8.0,1.0,9.0
94040.0,2020 - 01,69.86842105263158,18.0,1.0,0.0,19.0
82549.0,2019 - 06,60.0,6.0,3.0,0.0,9.0
56258.0,2018 - 01,85.18555555555555,9.0,0.0,0.0,9.0
83201.0,2019 - 06,92.0,10.0,0.0,0.0,10.0
65432.0,2018 - 06,78.33333333333333,8.0,1.0,0.0,9.0
70123.0,2019 - 01,56.666,7.0,2.0,1.0,10.0
95211.0,2020 - 01,93.333,10.0,0.0,0.0,10.0
89270.0,2019 - 08,86.97,10.0,1.0,0.0,11.0
70985.0,2019 - 01,72.03777777777778,9.0,0.0,0.0,9.0
89272.0,2019 - 08,63.484545454545454,9.0,2.0,0.0,11.0
87163.0,2019 - 07,97.27272727272727,11.0,0.0,0.0,11.0
51011.0,2017 - 05,78.0,6.0,1.0,3.0,10.0
79202.0,2019 - 05,43.07692307692308,6.0,7.0,0.0,13.0
99476.0,2020 - 02,67.85714285714286,8.0,3.0,3.0,14.0
50598.0,2017 - 05,88.18181818181819,11.0,0.0,0.0,11.0
83506.0,2019 - 06,87.334,5.0,0.0,0.0,5.0
89264.0,2019 - 08,59.285714285714285,10.0,4.0,0.0,14.0
78538.0,2019 - 04,4.166666666666667,1.0,11.0,0.0,12.0
77019.0,2019 - 04,89.72166666666666,12.0,0.0,0.0,12.0
97106.0,2020 - 02,68.24181818181818,9.0,2.0,0.0,11.0
100098.0,2020 - 02,53.815384615384616,9.0,4.0,0.0,13.0
80424.0,2019 - 05,85.30272727272727,11.0,0.0,0.0,11.0
76517.0,2019 - 03,88.18181818181819,10.0,1.0,0.0,11.0
69468.0,2018 - 08,91.36363636363636,11.0,0.0,0.0,11.0
87410.0,2019 - 07,73.92857142857143,13.0,1.0,0.0,14.0
73111.0,2019 - 02,0.0,0.0,10.0,0.0,10.0
92229.0,2020 - 01,74.0,9.0,1.0,0.0,10.0
80858.0,2019 - 06,96.66666666666667,9.0,0.0,0.0,9.0
97985.0,2020 - 02,85.81818181818181,10.0,1.0,0.0,11.0
77404.0,2019 - 04,72.667,10.0,0.0,0.0,10.0
70497.0,2019 - 01,88.05583333333334,12.0,0.0,0.0,12.0
94318.0,2020 - 01,79.04785714285714,12.0,2.0,0.0,14.0
80085.0,2019 - 05,86.88866666666667,14.0,1.0,0.0,15.0
76597.0,2019 - 03,83.262,10.0,0.0,5.0,15.0
102308.0,2020 - 02,92.72727272727273,11.0,0.0,0.0,11.0
68836.0,2018 - 08,94.8,10.0,0.0,0.0,10.0
85385.0,2019 - 07,89.39363636363636,10.0,1.0,0.0,11.0
71293.0,2019 - 01,63.0,4.0,1.0,0.0,5.0
71911.0,2019 - 02,92.333,10.0,0.0,0.0,10.0
79362.0,2019 - 05,90.9090909090909,11.0,0.0,0.0,11.0
85230.0,2019 - 07,77.5,10.0,2.0,0.0,12.0
101884.0,2020 - 02,100.0,10.0,0.0,0.0,10.0
75239.0,2019 - 03,0.0,0.0,15.0,0.0,15.0
54827.0,2017 - 08,79.099,9.0,1.0,0.0,10.0
87333.0,2019 - 07,43.833,5.0,4.0,1.0,10.0
89782.0,2019 - 08,92.22222222222223,9.0,0.0,0.0,9.0
71728.0,2019 - 01,92.22222222222223,9.0,0.0,0.0,9.0
84752.0,2019 - 07,67.0,7.0,2.0,1.0,10.0
88523.0,2019 - 08,0.0,0.0,9.0,0.0,9.0
87305.0,2020 - 01,0.0,0.0,15.0,0.0,15.0
84228.0,2019 - 06,68.095,11.0,3.0,0.0,14.0
82117.0,2019 - 06,85.1509090909091,10.0,1.0,0.0,11.0
71979.0,2019 - 01,92.334,10.0,0.0,0.0,10.0
84490.0,2019 - 07,39.46153846153846,7.0,6.0,0.0,13.0
96344.0,2020 - 01,0.0,0.0,14.0,0.0,14.0
81342.0,2019 - 06,85.74111111111111,9.0,0.0,0.0,9.0
80027.0,2019 - 05,49.09090909090909,6.0,4.0,1.0,11.0
70726.0,2019 - 01,95.0,14.0,0.0,0.0,14.0
69739.0,2018 - 08,28.181818181818183,4.0,7.0,0.0,11.0
74275.0,2019 - 02,89.80933333333333,14.0,1.0,0.0,15.0
62955.0,2018 - 06,71.11111111111111,7.0,2.0,0.0,9.0
82817.0,2019 - 06,87.27272727272727,11.0,0.0,0.0,11.0
62959.0,2018 - 05,90.334,10.0,0.0,0.0,10.0
74268.0,2019 - 02,0.0,0.0,34.0,0.0,34.0
71623.0,2019 - 01,94.44444444444444,9.0,0.0,0.0,9.0
76433.0,2019 - 03,69.375,11.0,1.0,0.0,12.0
89762.0,2019 - 08,67.38071428571429,11.0,3.0,0.0,14.0
90361.0,2019 - 08,57.40777777777778,7.0,2.0,0.0,9.0
88099.0,2019 - 08,56.0,3.0,2.0,0.0,5.0
91028.0,2019 - 08,100.0,15.0,0.0,0.0,15.0
92467.0,2020 - 01,86.42857142857143,14.0,0.0,0.0,14.0
76449.0,2019 - 03,95.0,10.0,0.0,0.0,10.0
69127.0,2018 - 08,66.28818181818181,8.0,3.0,0.0,11.0
92599.0,2020 - 02,24.52357142857143,3.0,9.0,2.0,14.0
82838.0,2019 - 06,93.14777777777778,9.0,0.0,0.0,9.0
64463.0,2018 - 05,88.916,6.0,0.0,4.0,10.0
54013.0,2017 - 08,92.166,10.0,0.0,0.0,10.0
99317.0,2020 - 02,53.33357142857143,9.0,5.0,0.0,14.0
91530.0,2020 - 02,72.61928571428571,12.0,2.0,0.0,14.0
74355.0,2019 - 02,94.333,10.0,0.0,0.0,10.0
97923.0,2020 - 02,83.61083333333333,11.0,1.0,0.0,12.0
90607.0,2019 - 08,10.76923076923077,1.0,11.0,1.0,13.0
95743.0,2020 - 01,88.7176923076923,12.0,1.0,0.0,13.0
79513.0,2019 - 05,0.0,0.0,11.0,0.0,11.0
92480.0,2020 - 01,80.23785714285714,13.0,1.0,0.0,14.0
90915.0,2019 - 08,68.85714285714286,11.0,3.0,0.0,14.0
73799.0,2019 - 02,94.0,10.0,0.0,0.0,10.0
82644.0,2019 - 06,87.77777777777777,9.0,0.0,0.0,9.0
58332.0,2018 - 02,83.33333333333333,9.0,0.0,0.0,9.0
85335.0,2019 - 07,82.19066666666667,14.0,1.0,0.0,15.0
89052.0,2019 - 08,45.55533333333333,10.0,5.0,0.0,15.0
63056.0,2018 - 05,87.333,10.0,0.0,0.0,10.0
67501.0,2018 - 07,94.44444444444444,9.0,0.0,0.0,9.0
90126.0,2019 - 08,44.4,13.0,11.0,1.0,25.0
58169.0,2018 - 02,95.0,8.0,0.0,0.0,8.0
79214.0,2019 - 05,83.18181818181819,11.0,0.0,0.0,11.0
93804.0,2020 - 01,72.30846153846154,12.0,1.0,0.0,13.0
82500.0,2019 - 07,96.272,5.0,0.0,0.0,5.0
95545.0,2020 - 01,86.25,14.0,0.0,0.0,14.0
84848.0,2019 - 07,90.0,5.0,0.0,0.0,5.0
90085.0,2019 - 08,85.38461538461539,12.0,0.0,1.0,13.0
99119.0,2020 - 02,59.761428571428574,10.0,4.0,0.0,14.0
89035.0,2020 - 02,4.615384615384615,1.0,12.0,0.0,13.0
102271.0,2020 - 02,90.60545454545455,11.0,0.0,0.0,11.0
79251.0,2019 - 05,86.51545454545455,11.0,0.0,0.0,11.0
71462.0,2019 - 01,93.0,5.0,0.0,0.0,5.0
68968.0,2018 - 08,0.0,0.0,11.0,0.0,11.0
77590.0,2019 - 06,88.33357142857143,14.0,0.0,0.0,14.0
69297.0,2018 - 08,81.11111111111111,8.0,1.0,0.0,9.0
82615.0,2019 - 07,71.14333333333333,14.0,1.0,0.0,15.0
95454.0,2020 - 01,91.38833333333334,12.0,0.0,0.0,12.0
71722.0,2019 - 01,92.0,5.0,0.0,0.0,5.0
73783.0,2019 - 02,92.334,10.0,0.0,0.0,10.0
86484.0,2019 - 07,95.0,15.0,0.0,0.0,15.0
80842.0,2019 - 05,90.9090909090909,11.0,0.0,0.0,11.0
69092.0,2018 - 08,70.9090909090909,9.0,2.0,0.0,11.0
82095.0,2019 - 06,70.0,9.0,1.0,0.0,10.0
82452.0,2019 - 06,74.54545454545455,10.0,1.0,0.0,11.0
96667.0,2020 - 01,88.57142857142857,14.0,0.0,0.0,14.0
95539.0,2020 - 01,0.0,0.0,14.0,0.0,14.0
78566.0,2019 - 04,66.333,9.0,1.0,0.0,10.0
99516.0,2020 - 02,60.237857142857145,9.0,5.0,0.0,14.0
83960.0,2019 - 06,88.48454545454545,11.0,0.0,0.0,11.0
72126.0,2019 - 01,28.939090909090908,4.0,7.0,0.0,11.0
77652.0,2019 - 04,68.78727272727272,6.0,1.0,4.0,11.0
81839.0,2019 - 06,88.47714285714285,14.0,0.0,0.0,14.0
97369.0,2020 - 02,86.66642857142857,13.0,1.0,0.0,14.0
100279.0,2020 - 02,0.0,0.0,15.0,0.0,15.0
84147.0,2020 - 01,82.22266666666667,14.0,1.0,0.0,15.0
62211.0,2018 - 04,29.25888888888889,4.0,5.0,0.0,9.0
75631.0,2019 - 03,97.03666666666666,9.0,0.0,0.0,9.0
76582.0,2019 - 03,71.333,9.0,1.0,0.0,10.0
101351.0,2020 - 02,89.16666666666667,12.0,0.0,0.0,12.0
102418.0,2020 - 02,94.54545454545455,11.0,0.0,0.0,11.0
85524.0,2019 - 07,98.0,10.0,0.0,0.0,10.0
79510.0,2019 - 08,86.11111111111111,9.0,0.0,0.0,9.0
101162.0,2020 - 02,88.5188888888889,9.0,0.0,0.0,9.0
70780.0,2019 - 01,95.0,14.0,0.0,0.0,14.0
63992.0,2018 - 06,97.77777777777777,9.0,0.0,0.0,9.0
84444.0,2019 - 06,94.0,10.0,0.0,0.0,10.0
74670.0,2019 - 03,93.88888888888889,9.0,0.0,0.0,9.0
65794.0,2018 - 06,92.59222222222222,9.0,0.0,0.0,9.0
67617.0,2018 - 07,96.25,8.0,0.0,0.0,8.0
83511.0,2019 - 06,81.16666666666667,15.0,0.0,0.0,15.0
52686.0,2017 - 06,58.76555555555556,6.0,3.0,0.0,9.0
74525.0,2019 - 02,28.667,4.0,6.0,0.0,10.0
101348.0,2020 - 02,93.84615384615384,13.0,0.0,0.0,13.0
99519.0,2020 - 02,93.76666666666667,11.0,0.0,1.0,12.0
73331.0,2019 - 02,89.667,10.0,0.0,0.0,10.0
93176.0,2020 - 01,0.0,0.0,13.0,0.0,13.0
96672.0,2020 - 01,76.66666666666667,7.0,1.0,1.0,9.0
75777.0,2019 - 03,6.0,1.0,9.0,0.0,10.0
99109.0,2020 - 02,44.35923076923077,7.0,6.0,0.0,13.0
100832.0,2020 - 02,77.16666666666667,10.0,2.0,0.0,12.0
96191.0,2020 - 02,60.237857142857145,10.0,4.0,0.0,14.0
76188.0,2019 - 03,69.53764705882352,14.0,3.0,0.0,17.0
67196.0,2018 - 07,0.0,0.0,10.0,0.0,10.0
81230.0,2019 - 05,81.21181818181819,11.0,0.0,0.0,11.0
96754.0,2020 - 02,62.59222222222222,6.0,2.0,1.0,9.0
84343.0,2019 - 06,87.667,10.0,0.0,0.0,10.0
76640.0,2019 - 04,90.222,15.0,0.0,0.0,15.0
71148.0,2019 - 01,0.0,0.0,9.0,0.0,9.0
95972.0,2020 - 01,78.5188888888889,9.0,0.0,0.0,9.0
98915.0,2020 - 02,76.666875,12.0,3.0,1.0,16.0
98264.0,2020 - 02,69.48769230769231,11.0,2.0,0.0,13.0
101217.0,2020 - 02,75.86206896551724,17.0,7.0,5.0,29.0
72074.0,2019 - 01,87.03777777777778,9.0,0.0,0.0,9.0
87510.0,2019 - 07,72.06,10.0,0.0,0.0,10.0
79169.0,2019 - 05,74.666,9.0,1.0,0.0,10.0
78247.0,2019 - 04,71.11111111111111,9.0,0.0,0.0,9.0
81821.0,2019 - 06,0.0,0.0,10.0,0.0,10.0
83225.0,2019 - 06,80.0,10.0,1.0,0.0,11.0
88046.0,2019 - 08,79.0909090909091,11.0,0.0,0.0,11.0
70532.0,2019 - 01,100.0,9.0,0.0,0.0,9.0
93813.0,2020 - 01,66.667,10.0,0.0,0.0,10.0
89422.0,2019 - 08,69.44866666666667,12.0,3.0,0.0,15.0
82102.0,2019 - 06,73.05583333333334,10.0,2.0,0.0,12.0
71260.0,2019 - 01,72.888,4.0,1.0,0.0,5.0
81363.0,2019 - 05,88.24111111111111,9.0,0.0,0.0,9.0
58763.0,2018 - 02,97.22222222222223,9.0,0.0,0.0,9.0
87319.0,2019 - 07,83.84615384615384,11.0,2.0,0.0,13.0
93738.0,2020 - 01,82.90615384615384,13.0,0.0,0.0,13.0
89514.0,2019 - 08,74.8,4.0,1.0,0.0,5.0
98096.0,2020 - 02,93.93909090909091,11.0,0.0,0.0,11.0
54688.0,2017 - 08,71.0,7.0,1.0,0.0,8.0
89767.0,2019 - 08,99.73333333333333,15.0,0.0,0.0,15.0
96276.0,2020 - 01,18.333333333333332,3.0,9.0,0.0,12.0
86638.0,2019 - 07,73.667,8.0,2.0,0.0,10.0
102587.0,2020 - 02,90.9090909090909,11.0,0.0,0.0,11.0
71759.0,2019 - 01,91.85222222222222,9.0,0.0,0.0,9.0
82608.0,2019 - 06,96.0,10.0,0.0,0.0,10.0
74090.0,2019 - 02,77.57636363636364,10.0,1.0,0.0,11.0
76184.0,2019 - 03,86.167,10.0,0.0,0.0,10.0
84301.0,2019 - 06,82.42454545454545,10.0,0.0,1.0,11.0
63760.0,2018 - 05,90.5,10.0,0.0,0.0,10.0
87696.0,2019 - 08,92.47142857142858,13.0,0.0,1.0,14.0
60628.0,2018 - 03,94.44444444444444,9.0,0.0,0.0,9.0
81069.0,2019 - 05,82.72727272727273,11.0,0.0,0.0,11.0
82291.0,2019 - 06,88.00071428571428,14.0,0.0,0.0,14.0
88485.0,2019 - 08,38.0,8.0,7.0,0.0,15.0
86373.0,2019 - 07,86.05,11.0,1.0,0.0,12.0
76307.0,2019 - 03,55.8,4.0,1.0,0.0,5.0
87347.0,2019 - 07,28.166,4.0,5.0,1.0,10.0
84361.0,2019 - 07,63.84615384615385,4.0,4.0,5.0,13.0
96003.0,2020 - 01,82.55199999999999,15.0,0.0,0.0,15.0
91003.0,2019 - 08,74.28571428571429,11.0,3.0,0.0,14.0
101385.0,2020 - 02,88.0,15.0,0.0,0.0,15.0
90184.0,2020 - 02,80.35714285714286,8.0,2.0,4.0,14.0
89904.0,2019 - 08,77.43615384615384,12.0,1.0,0.0,13.0
58839.0,2018 - 03,81.85111111111111,9.0,0.0,0.0,9.0
88720.0,2019 - 08,92.05153846153846,13.0,0.0,0.0,13.0
87060.0,2019 - 07,33.0,4.0,6.0,0.0,10.0
56590.0,2018 - 01,61.111111111111114,7.0,2.0,0.0,9.0
78945.0,2019 - 05,94.444,15.0,0.0,0.0,15.0
67628.0,2018 - 07,84.44444444444444,9.0,0.0,0.0,9.0
79710.0,2019 - 05,83.734,10.0,0.0,0.0,10.0
100292.0,2020 - 02,0.0,0.0,10.0,0.0,10.0
99069.0,2020 - 02,7.454545454545454,1.0,10.0,0.0,11.0
75116.0,2019 - 03,69.39363636363636,10.0,1.0,0.0,11.0
93278.0,2020 - 01,78.88888888888889,9.0,0.0,0.0,9.0
82766.0,2019 - 07,73.76142857142857,11.0,3.0,0.0,14.0
46774.0,2017 - 04,81.917,9.0,1.0,0.0,10.0
80520.0,2019 - 05,4.615384615384615,1.0,12.0,0.0,13.0
102218.0,2020 - 02,98.14777777777778,9.0,0.0,0.0,9.0
100372.0,2020 - 02,56.444,12.0,2.0,1.0,15.0
83100.0,2019 - 06,43.63636363636363,6.0,5.0,0.0,11.0
102058.0,2020 - 02,87.27272727272727,11.0,0.0,0.0,11.0
72883.0,2019 - 02,83.5,10.0,0.0,0.0,10.0
81261.0,2019 - 05,84.00066666666666,14.0,1.0,0.0,15.0
93947.0,2020 - 01,13.333333333333334,2.0,7.0,0.0,9.0
64111.0,2018 - 05,97.5,10.0,0.0,0.0,10.0
87729.0,2019 - 08,70.71428571428571,11.0,3.0,0.0,14.0
82836.0,2019 - 06,85.0,12.0,0.0,0.0,12.0
102063.0,2020 - 02,71.66666666666667,9.0,3.0,0.0,12.0
69947.0,2019 - 01,72.42363636363636,9.0,2.0,0.0,11.0
81432.0,2019 - 05,79.0909090909091,9.0,2.0,0.0,11.0
74958.0,2019 - 03,79.25888888888889,9.0,0.0,0.0,9.0
81257.0,2019 - 05,82.44466666666666,15.0,0.0,0.0,15.0
99947.0,2020 - 02,90.60636363636364,11.0,0.0,0.0,11.0
85013.0,2019 - 07,54.333,5.0,4.0,1.0,10.0
100114.0,2020 - 02,89.69727272727273,11.0,0.0,0.0,11.0
99620.0,2020 - 02,80.0,10.0,0.0,0.0,10.0
85250.0,2019 - 07,71.94846153846154,12.0,1.0,0.0,13.0
100112.0,2020 - 02,17.5,1.0,9.0,2.0,12.0
101210.0,2020 - 02,91.0,10.0,0.0,0.0,10.0
79365.0,2019 - 05,81.33363636363636,10.0,1.0,0.0,11.0
71814.0,2019 - 01,41.81909090909091,6.0,5.0,0.0,11.0
93918.0,2020 - 01,85.00538461538461,12.0,1.0,0.0,13.0
96171.0,2020 - 01,79.68333333333334,12.0,0.0,0.0,12.0
93059.0,2020 - 01,93.51777777777778,9.0,0.0,0.0,9.0
73855.0,2019 - 02,87.57133333333333,15.0,0.0,0.0,15.0
88326.0,2019 - 08,11.389166666666666,2.0,10.0,0.0,12.0
82371.0,2019 - 06,26.0,4.0,6.0,0.0,10.0
66857.0,2018 - 07,23.333333333333332,3.0,5.0,1.0,9.0
84844.0,2019 - 07,86.0,10.0,0.0,0.0,10.0
83058.0,2019 - 06,89.999,10.0,0.0,0.0,10.0
102212.0,2020 - 02,96.66666666666667,9.0,0.0,0.0,9.0
91486.0,2020 - 01,92.49684210526316,18.0,1.0,0.0,19.0
58566.0,2018 - 02,83.70333333333333,9.0,0.0,0.0,9.0
93808.0,2020 - 01,77.83357142857143,12.0,2.0,0.0,14.0
97182.0,2020 - 02,81.553,10.0,0.0,0.0,10.0
86226.0,2019 - 07,80.667,9.0,1.0,0.0,10.0
74542.0,2019 - 02,26.470588235294116,9.0,25.0,0.0,34.0
81397.0,2019 - 05,80.0,10.0,0.0,0.0,10.0
82415.0,2019 - 06,88.0,9.0,1.0,0.0,10.0
78781.0,2019 - 04,66.667,9.0,1.0,0.0,10.0
80919.0,2019 - 05,21.11111111111111,2.0,7.0,0.0,9.0
71376.0,2019 - 01,35.55555555555556,5.0,4.0,0.0,9.0
94235.0,2020 - 01,70.749,9.0,1.0,0.0,10.0
69777.0,2018 - 08,88.88888888888889,9.0,0.0,0.0,9.0
81741.0,2019 - 06,91.11111111111111,9.0,0.0,0.0,9.0
53006.0,2017 - 07,58.685,5.0,3.0,0.0,8.0
87184.0,2019 - 07,83.31818181818181,11.0,0.0,0.0,11.0
94868.0,2020 - 01,86.38916666666667,12.0,0.0,0.0,12.0
72112.0,2019 - 01,85.364,5.0,0.0,0.0,5.0
75263.0,2019 - 03,100.0,9.0,0.0,0.0,9.0
97966.0,2020 - 02,66.905,11.0,3.0,0.0,14.0
81780.0,2019 - 06,0.0,0.0,14.0,0.0,14.0
82611.0,2019 - 06,80.0,4.0,1.0,0.0,5.0
82221.0,2019 - 06,65.0,10.0,2.0,0.0,12.0
73177.0,2019 - 02,89.667,10.0,0.0,0.0,10.0
89156.0,2019 - 08,6.0,1.0,14.0,0.0,15.0
73364.0,2019 - 02,89.0,10.0,0.0,0.0,10.0
69426.0,2018 - 08,27.8,2.0,3.0,0.0,5.0
98519.0,2020 - 02,29.69727272727273,3.0,5.0,3.0,11.0
78126.0,2019 - 04,62.72727272727273,9.0,2.0,0.0,11.0
82652.0,2019 - 06,91.90428571428572,14.0,0.0,0.0,14.0
75728.0,2019 - 03,95.55555555555556,9.0,0.0,0.0,9.0
