studentId,ciclo,Dias_Conectado,Minutos_Promedio,Minutos_Total
47644,2017 - 04,27.0,221.29888888888885,5975.069999999999
47652,2017 - 05,39.0,104.91102564102565,4091.53
47653,2017 - 04,25.0,417.7895999999998,10444.739999999994
47679,2017 - 04,35.0,105.22000000000001,3682.7000000000003
47708,2017 - 04,9.0,139.8611111111111,1258.7499999999998
47738,2017 - 04,28.0,249.33642857142854,6981.419999999999
47746,2017 - 04,16.0,152.12750000000003,2434.0400000000004
47811,2017 - 04,20.0,288.0295,5760.59
47815,2017 - 04,48.0,265.0097916666667,12720.470000000001
47856,2017 - 05,31.0,280.1864516129032,8685.78
47858,2017 - 05,20.0,462.398,9247.960000000001
49592,2017 - 07,50.0,290.69640000000004,14534.820000000002
49799,2017 - 04,4.0,397.29,1589.16
49808,2017 - 04,50.0,242.83040000000005,12141.520000000002
49838,2017 - 04,7.0,333.97999999999996,2337.8599999999997
49863,2017 - 04,38.0,203.21894736842103,7722.319999999999
49891,2017 - 05,18.0,101.29555555555555,1823.32
49952,2017 - 05,48.0,257.26624999999996,12348.779999999999
49980,2017 - 05,11.0,64.59181818181818,710.51
49988,2017 - 05,31.0,223.7348387096774,6935.78
50013,2017 - 05,11.0,59.59636363636364,655.5600000000001
50018,2017 - 05,7.0,140.86857142857144,986.08
50029,2017 - 05,64.0,137.66140625,8810.33
50106,2017 - 05,15.0,138.24333333333334,2073.65
50129,2017 - 05,24.0,221.16416666666666,5307.94
50134,2017 - 05,29.0,97.34344827586207,2822.96
50190,2017 - 05,4.0,51.695,206.78
50224,2017 - 07,54.0,134.2796296296296,7251.0999999999985
50261,2017 - 05,18.0,605.4438888888889,10897.99
50287,2017 - 05,31.0,188.48709677419353,5843.099999999999
50306,2017 - 05,75.0,287.8998666666667,21592.49
50352,2017 - 05,31.0,198.06612903225806,6140.05
50380,2017 - 05,9.0,540.9777777777778,4868.8
50395,2017 - 05,21.0,355.24619047619046,7460.169999999999
50457,2017 - 05,17.0,290.9047058823529,4945.379999999999
50459,2017 - 05,34.0,231.9232352941177,7885.390000000001
50514,2017 - 05,20.0,237.41250000000008,4748.250000000002
50529,2017 - 05,51.0,157.24019607843138,8019.25
50581,2017 - 06,10.0,275.23400000000004,2752.34
50598,2017 - 05,19.0,283.8457894736843,5393.0700000000015
50640,2017 - 05,20.0,187.44250000000002,3748.8500000000004
50641,2017 - 05,49.0,160.53204081632651,7866.07
50653,2017 - 05,7.0,37.19,260.33
50663,2017 - 06,105.0,315.3514285714286,33111.9
50664,2017 - 05,26.0,171.5057692307693,4459.1500000000015
50698,2017 - 05,35.0,139.21628571428573,4872.570000000001
50705,2017 - 05,6.0,745.8399999999998,4475.039999999999
50742,2017 - 05,25.0,185.62400000000002,4640.6
50784,2017 - 05,22.0,522.8118181818182,11501.86
50802,2017 - 05,32.0,188.19250000000005,6022.160000000002
50835,2017 - 05,9.0,182.10666666666668,1638.96
50856,2017 - 05,39.0,332.66538461538465,12973.95
50863,2017 - 05,46.0,67.94978260869566,3125.6900000000005
50878,2017 - 05,5.0,528.134,2640.67
50879,2017 - 05,11.0,245.4072727272727,2699.4799999999996
50885,2017 - 05,29.0,162.78413793103454,4720.740000000002
50887,2017 - 05,36.0,294.59222222222223,10605.32
50890,2017 - 05,16.0,302.35625,4837.7
50895,2017 - 05,29.0,184.74241379310348,5357.530000000001
50917,2017 - 05,9.0,122.02777777777777,1098.25
50918,2017 - 05,38.0,327.33789473684214,12438.840000000002
50953,2017 - 05,5.0,372.68600000000004,1863.43
50955,2017 - 05,28.0,83.3335714285714,2333.3399999999992
50973,2017 - 06,53.0,188.9367924528302,10013.65
51011,2017 - 05,35.0,182.69514285714283,6394.329999999999
51108,2017 - 05,51.0,230.8723529411765,11774.490000000002
51142,2017 - 05,34.0,85.87529411764706,2919.7599999999998
51146,2017 - 05,23.0,123.40652173913045,2838.3500000000004
51225,2017 - 05,53.0,158.76566037735844,8414.579999999998
51278,2017 - 06,2.0,15.67,31.34
51382,2017 - 06,9.0,150.2611111111111,1352.35
51404,2017 - 06,41.0,213.23365853658532,8742.579999999998
51469,2017 - 06,56.0,247.3482142857143,13851.500000000002
51489,2017 - 06,47.0,216.46744680851066,10173.970000000001
51518,2017 - 06,4.0,21.3675,85.47
51600,2017 - 06,21.0,90.11857142857146,1892.4900000000005
51625,2017 - 06,34.0,253.8561764705883,8631.110000000002
51633,2017 - 06,57.0,80.4875438596491,4587.789999999998
51661,2017 - 06,9.0,34.895555555555546,314.05999999999995
51708,2017 - 06,94.0,242.99968085106389,22841.970000000005
51713,2017 - 06,44.0,103.2775,4544.21
51714,2017 - 06,52.0,271.71961538461534,14129.419999999998
51767,2017 - 06,73.0,334.79479452054795,24440.02
51799,2017 - 06,45.0,90.73311111111111,4082.9900000000002
51840,2017 - 06,19.0,248.16578947368424,4715.150000000001
51963,2017 - 06,14.0,142.57,1995.9799999999998
51977,2018 - 04,87.0,259.7114942528736,22594.9
51991,2017 - 06,67.0,216.1214925373135,14480.140000000003
52000,2017 - 06,48.0,179.1591666666667,8599.640000000001
52075,2017 - 06,3.0,53.906666666666666,161.72
52270,2017 - 07,57.0,159.96578947368417,9118.049999999997
52368,2017 - 06,45.0,216.75466666666665,9753.96
52388,2017 - 06,28.0,91.20392857142858,2553.71
52403,2017 - 06,29.0,230.43034482758623,6682.4800000000005
52409,2017 - 06,12.0,102.32416666666666,1227.8899999999999
52465,2017 - 06,17.0,134.8864705882353,2293.07
52468,2017 - 06,72.0,233.25597222222228,16794.430000000004
52528,2017 - 06,22.0,186.24272727272728,4097.34
52536,2017 - 06,79.0,342.0853164556963,27024.740000000005
52541,2017 - 06,60.0,263.4555,15807.33
52544,2017 - 07,72.0,399.87652777777777,28791.11
52576,2017 - 06,49.0,166.48061224489797,8157.550000000001
52599,2017 - 06,59.0,248.02745762711865,14633.62
52602,2017 - 06,51.0,333.21411764705886,16993.920000000002
52642,2017 - 06,70.0,405.1447142857142,28360.129999999994
52643,2017 - 06,52.0,228.60269230769234,11887.340000000002
52649,2017 - 06,26.0,483.31653846153847,12566.23
52686,2017 - 06,16.0,195.814375,3133.03
52738,2017 - 07,52.0,147.23903846153846,7656.429999999999
52839,2017 - 07,56.0,146.12375,8182.929999999999
52850,2017 - 07,80.0,161.143875,12891.51
52878,2017 - 07,61.0,112.77311475409834,6879.159999999999
52888,2017 - 07,24.0,374.3791666666666,8985.099999999999
52893,2017 - 07,81.0,336.2371604938271,27235.209999999995
52911,2017 - 07,93.0,289.9644086021506,26966.69000000001
52954,2017 - 07,57.0,79.50842105263158,4531.98
52971,2017 - 07,12.0,111.41583333333334,1336.99
52974,2017 - 07,57.0,207.11649122807017,11805.64
52975,2017 - 07,34.0,155.09441176470588,5273.21
52991,2017 - 07,63.0,444.47015873015863,28001.619999999995
53006,2017 - 07,16.0,213.8025,3420.84
53040,2017 - 07,40.0,17.15975,686.39
53046,2017 - 07,20.0,256.0135000000001,5120.270000000001
53052,2017 - 07,21.0,331.4909523809523,6961.309999999999
53077,2017 - 07,25.0,474.10959999999994,11852.739999999998
53081,2017 - 07,47.0,145.52276595744686,6839.570000000002
53116,2017 - 07,25.0,219.73560000000006,5493.390000000001
53127,2017 - 07,5.0,338.516,1692.5800000000002
53133,2017 - 07,65.0,231.93784615384607,15075.959999999994
53136,2017 - 07,68.0,189.34911764705885,12875.740000000002
53140,2017 - 07,64.0,150.70515625000002,9645.130000000001
53197,2017 - 08,89.0,203.1316853932584,18078.719999999998
53208,2017 - 07,60.0,172.1465,10328.79
53229,2018 - 01,54.0,204.84666666666655,11061.719999999994
53245,2017 - 07,46.0,211.23217391304348,9716.68
53283,2017 - 07,55.0,201.79690909090903,11098.829999999996
53290,2017 - 07,136.0,350.7592647058824,47703.26000000001
53325,2017 - 07,57.0,218.42719298245618,12450.350000000002
53328,2017 - 07,19.0,348.72526315789474,6625.78
53350,2017 - 07,73.0,283.9127397260274,20725.629999999997
53358,2017 - 07,115.0,286.7917391304347,32981.04999999999
53370,2017 - 07,59.0,432.2220338983052,25501.100000000006
53373,2017 - 07,63.0,213.6841269841269,13462.099999999995
53385,2017 - 07,65.0,316.4898461538462,20571.840000000004
53422,2017 - 07,102.0,243.9271568627451,24880.57
53424,2017 - 07,63.0,287.5120634920636,18113.260000000006
53428,2017 - 07,42.0,345.2214285714286,14499.300000000001
53429,2017 - 07,77.0,234.5205194805195,18058.08
53437,2017 - 07,115.0,350.17860869565226,40270.54000000001
53439,2018 - 01,149.0,240.3428187919463,35811.08
53440,2017 - 07,75.0,158.4321333333333,11882.409999999998
53457,2017 - 07,61.0,156.27295081967216,9532.650000000001
53460,2017 - 07,63.0,143.98603174603173,9071.119999999999
53462,2017 - 07,68.0,191.08999999999997,12994.119999999999
53495,2017 - 07,37.0,257.3997297297298,9523.790000000003
53513,2017 - 07,56.0,154.28446428571428,8639.93
53519,2017 - 07,97.0,194.30268041237113,18847.36
53615,2017 - 07,54.0,185.04148148148155,9992.240000000003
53658,2017 - 07,73.0,245.88082191780825,17949.300000000003
53687,2017 - 08,113.0,226.37300884955746,25580.149999999994
53728,2017 - 07,49.0,128.01530612244895,6272.749999999998
53733,2017 - 07,3.0,337.7633333333334,1013.2900000000001
53769,2017 - 07,78.0,204.94397435897434,15985.63
53781,2017 - 07,49.0,196.07428571428576,9607.640000000003
53786,2017 - 07,19.0,347.5478947368422,6603.410000000002
53801,2017 - 07,76.0,180.11078947368426,13688.420000000004
53831,2017 - 07,12.0,238.01166666666666,2856.14
53841,2017 - 07,115.0,321.74573913043486,37000.76000000001
53844,2017 - 08,101.0,227.61118811881192,22988.730000000003
53867,2017 - 08,27.0,115.16777777777777,3109.5299999999997
53915,2018 - 03,46.0,161.6286956521739,7434.919999999999
53941,2017 - 08,41.0,80.51756097560977,3301.2200000000003
53985,2017 - 08,113.0,90.76106194690263,10255.999999999996
53995,2017 - 08,31.0,301.37741935483865,9342.699999999999
54013,2017 - 08,26.0,382.3519230769231,9941.15
54025,2017 - 08,24.0,509.4995833333333,12227.99
54056,2017 - 08,101.0,254.1616831683168,25670.329999999998
54067,2017 - 08,24.0,86.54125,2076.9900000000002
54079,2017 - 08,30.0,94.494,2834.82
54112,2017 - 08,93.0,136.22526881720432,12668.950000000003
54120,2017 - 08,18.0,340.2816666666666,6125.069999999999
54126,2017 - 08,49.0,297.38387755102036,14571.809999999998
54161,2017 - 08,9.0,227.22777777777776,2045.0499999999997
54170,2017 - 08,64.0,208.85828125000006,13366.930000000004
54183,2017 - 08,8.0,77.2325,617.86
54190,2018 - 01,23.0,218.58782608695657,5027.520000000001
54209,2017 - 08,3.0,508.04999999999995,1524.1499999999999
54229,2017 - 08,67.0,166.40656716417914,11149.240000000002
54231,2017 - 08,60.0,54.39616666666665,3263.769999999999
54232,2017 - 08,9.0,249.5922222222222,2246.33
54295,2017 - 08,20.0,76.954,1539.08
54301,2018 - 01,41.0,64.76097560975609,2655.1999999999994
54322,2018 - 01,8.0,227.08124999999998,1816.6499999999999
54369,2017 - 08,62.0,93.28709677419354,5783.799999999999
54404,2017 - 08,29.0,188.38862068965523,5463.270000000001
54441,2017 - 08,3.0,52.88666666666668,158.66000000000003
54457,2017 - 08,63.0,79.3195238095238,4997.129999999999
54474,2017 - 08,37.0,90.79162162162162,3359.29
54499,2017 - 08,28.0,310.74499999999995,8700.859999999999
54560,2017 - 08,19.0,355.9768421052632,6763.56
54565,2017 - 08,5.0,352.96,1764.8
54588,2017 - 08,52.0,205.06403846153842,10663.329999999998
54674,2017 - 08,126.0,234.61396825396827,29561.36
54688,2017 - 08,43.0,158.39465116279067,6810.969999999998
54749,2017 - 08,50.0,146.143,7307.15
54773,2017 - 08,54.0,191.33592592592592,10332.14
54776,2017 - 08,48.0,150.00250000000003,7200.120000000002
54782,2017 - 08,8.0,253.26125000000002,2026.0900000000001
54807,2017 - 08,16.0,295.40187499999996,4726.429999999999
54822,2017 - 08,63.0,182.40190476190477,11491.320000000002
54823,2018 - 01,109.0,239.7911009174312,26137.230000000003
54827,2017 - 08,19.0,103.7021052631579,1970.3400000000001
54830,2018 - 01,122.0,214.71000000000006,26194.620000000006
54841,2017 - 08,94.0,432.0398936170212,40611.74999999999
54854,2018 - 01,124.0,168.86911290322573,20939.76999999999
54904,2018 - 01,82.0,232.6815853658537,19079.890000000003
54905,2017 - 08,69.0,143.04159420289858,9869.870000000003
54918,2017 - 08,150.0,248.25766666666664,37238.649999999994
55066,2018 - 01,82.0,190.68914634146347,15636.510000000006
55139,2018 - 01,107.0,180.81420560747668,19347.120000000006
55156,2018 - 01,2.0,152.185,304.37
55285,2018 - 01,77.0,107.2825974025974,8260.76
55390,2018 - 01,42.0,282.46547619047624,11863.550000000001
55394,2018 - 01,63.0,245.8834920634921,15490.660000000002
55440,2018 - 01,63.0,205.22285714285712,12929.039999999999
55468,2018 - 01,49.0,336.84755102040805,16505.529999999995
55499,2018 - 01,5.0,14.451999999999998,72.25999999999999
55540,2018 - 01,30.0,478.91666666666674,14367.500000000002
55542,2018 - 01,101.0,102.26861386138613,10329.13
55554,2018 - 01,117.0,233.4044444444444,27308.319999999996
55596,2018 - 03,23.0,267.30652173913046,6148.050000000001
55785,2018 - 01,39.0,215.25256410256407,8394.849999999999
55796,2018 - 01,117.0,325.8488034188035,38124.31000000001
55821,2018 - 01,26.0,437.68230769230775,11379.740000000002
56016,2018 - 01,129.0,301.05310077519374,38835.84999999999
56023,2018 - 01,46.0,178.46021739130438,8209.170000000002
56037,2018 - 01,79.0,132.80810126582284,10491.840000000004
56055,2018 - 02,111.0,387.6090990990992,43024.61000000001
56068,2018 - 08,96.0,172.9744791666667,16605.550000000003
56084,2018 - 01,43.0,442.93279069767436,19046.109999999997
56088,2018 - 01,46.0,277.79717391304354,12778.670000000004
56113,2018 - 01,49.0,261.4087755102041,12809.030000000002
56120,2018 - 01,135.0,159.74000000000004,21564.900000000005
56126,2018 - 01,67.0,157.3692537313433,10543.74
56127,2018 - 01,88.0,110.7225,9743.58
56128,2018 - 01,58.0,70.05637931034482,4063.2699999999995
56129,2018 - 01,55.0,162.74890909090914,8951.190000000002
56131,2018 - 01,64.0,69.79656250000001,4466.9800000000005
56154,2018 - 01,68.0,181.8820588235294,12367.98
56202,2018 - 01,39.0,273.8748717948719,10681.120000000004
56204,2018 - 01,82.0,249.34024390243906,20445.9
56228,2018 - 01,42.0,288.82119047619045,12130.49
56229,2018 - 01,9.0,122.97444444444447,1106.7700000000002
56246,2018 - 01,139.0,274.5421582733812,38161.359999999986
56249,2018 - 01,100.0,242.78430000000012,24278.43000000001
56258,2018 - 01,73.0,246.22643835616432,17974.529999999995
56265,2018 - 01,66.0,224.91818181818186,14844.600000000002
56273,2018 - 01,119.0,197.50714285714275,23503.349999999988
56276,2018 - 01,78.0,220.9564102564103,17234.600000000002
56311,2018 - 01,2.0,54.370000000000005,108.74000000000001
56351,2018 - 01,194.0,552.8132474226803,107245.76999999999
56373,2018 - 01,101.0,160.52257425742576,16212.780000000002
56425,2018 - 01,17.0,258.3494117647058,4391.939999999999
56466,2018 - 02,83.0,358.8048192771086,29780.800000000014
56537,2018 - 01,104.0,256.9855769230769,26726.5
56574,2018 - 01,125.0,331.42560000000014,41428.20000000002
56590,2018 - 01,33.0,149.76969696969695,4942.4
56636,2018 - 01,83.0,226.41771084337347,18792.67
56724,2018 - 02,130.0,291.9027692307693,37947.36000000001
56759,2018 - 02,98.0,144.20234693877552,14131.83
56801,2018 - 05,30.0,321.3916666666667,9641.750000000002
56822,2018 - 02,72.0,183.10902777777778,13183.85
56875,2018 - 02,17.0,300.17529411764707,5102.9800000000005
56924,2018 - 01,84.0,152.51380952380947,12811.159999999994
56993,2018 - 02,126.0,229.0819047619048,28864.320000000007
57019,2018 - 02,47.0,235.1544680851064,11052.26
57076,2018 - 02,11.0,229.32999999999993,2522.629999999999
57081,2018 - 02,53.0,198.54169811320753,10522.71
57086,2018 - 02,55.0,220.44690909090912,12124.580000000002
57114,2018 - 02,77.0,199.0105194805195,15323.810000000001
57135,2018 - 02,47.0,144.15957446808514,6775.500000000001
57153,2018 - 02,108.0,177.05027777777778,19121.43
57197,2018 - 02,44.0,100.6531818181818,4428.74
57198,2018 - 02,4.0,54.4325,217.73
57211,2018 - 02,1.0,87.2,87.2
57213,2018 - 02,33.0,96.46636363636365,3183.3900000000003
57231,2018 - 02,53.0,250.71547169811325,13287.920000000002
57233,2018 - 02,166.0,438.923373493976,72861.28000000001
57235,2018 - 02,71.0,270.1853521126761,19183.160000000003
57272,2018 - 02,152.0,407.5545394736843,61948.290000000015
57335,2018 - 02,71.0,268.30281690140833,19049.499999999993
57380,2018 - 02,114.0,310.63666666666677,35412.58000000001
57387,2018 - 08,9.0,156.3422222222222,1407.08
57412,2018 - 02,72.0,295.94597222222234,21308.110000000008
57466,2018 - 02,101.0,171.83306930693072,17355.140000000003
57571,2018 - 02,60.0,228.46050000000002,13707.630000000001
57583,2018 - 02,120.0,407.4669999999999,48896.03999999999
57623,2018 - 02,71.0,131.2491549295775,9318.690000000002
57625,2018 - 02,34.0,225.7529411764706,7675.600000000001
57631,2018 - 02,30.0,668.3673333333334,20051.02
57651,2018 - 02,2.0,87.395,174.79
57694,2018 - 02,61.0,214.13262295081972,13062.090000000004
57708,2018 - 02,4.0,109.27,437.08
57713,2018 - 02,14.0,193.59857142857143,2710.38
57760,2018 - 02,41.0,153.83536585365854,6307.25
57773,2018 - 02,39.0,67.45230769230768,2630.64
57781,2018 - 02,155.0,258.331806451613,40041.430000000015
57801,2018 - 02,8.0,149.59125,1196.73
57803,2018 - 02,50.0,226.92920000000007,11346.460000000003
57810,2018 - 02,33.0,500.1578787878789,16505.210000000003
57844,2018 - 02,26.0,218.1169230769231,5671.04
57847,2018 - 03,13.0,397.4638461538462,5167.030000000001
57896,2018 - 02,1.0,25.06,25.06
57912,2018 - 02,10.0,173.208,1732.08
57945,2018 - 02,73.0,204.82767123287678,14952.420000000006
57947,2018 - 02,74.0,202.18770270270278,14961.890000000007
57972,2018 - 02,46.0,163.60652173913047,7525.9000000000015
57973,2018 - 02,37.0,246.28729729729727,9112.63
58004,2018 - 02,83.0,237.85192771084328,19741.709999999992
58005,2018 - 02,115.0,263.65617391304346,30320.46
58010,2018 - 02,58.0,273.4008620689655,15857.25
58033,2018 - 02,52.0,441.60192307692313,22963.300000000003
58035,2018 - 02,67.0,159.5070149253732,10686.970000000005
58064,2018 - 02,15.0,457.6699999999999,6865.049999999998
58076,2018 - 02,55.0,123.20781818181817,6776.429999999999
58169,2018 - 02,34.0,491.46911764705885,16709.95
58186,2018 - 02,83.0,176.6515662650603,14662.080000000005
58187,2018 - 02,11.0,358.260909090909,3940.8699999999994
58191,2018 - 02,34.0,253.1108823529412,8605.77
58211,2018 - 02,68.0,174.64558823529407,11875.899999999996
58220,2018 - 02,28.0,36.73500000000001,1028.5800000000002
58242,2018 - 02,44.0,136.67545454545456,6013.72
58328,2018 - 02,88.0,158.48443181818183,13946.630000000001
58332,2018 - 02,38.0,157.67184210526315,5991.53
58379,2018 - 02,36.0,173.44777777777776,6244.119999999999
58390,2018 - 02,43.0,251.6502325581396,10820.960000000003
58403,2018 - 02,67.0,171.58238805970146,11496.019999999999
58406,2018 - 02,40.0,178.76175,7150.47
58418,2018 - 02,3.0,22.083333333333332,66.25
58424,2018 - 03,70.0,210.4081428571428,14728.569999999996
58429,2018 - 02,30.0,189.82666666666668,5694.8
58454,2018 - 02,45.0,222.31577777777773,10004.209999999997
58462,2018 - 02,81.0,136.49604938271608,11056.180000000002
58477,2018 - 02,115.0,252.92365217391298,29086.219999999994
58498,2018 - 03,103.0,355.3766990291261,36603.79999999999
58511,2018 - 02,94.0,145.5586170212766,13682.510000000002
58526,2018 - 02,6.0,273.0133333333333,1638.08
58529,2018 - 02,32.0,230.6296875,7380.15
58536,2018 - 02,66.0,106.71348484848487,7043.090000000001
58566,2018 - 02,28.0,176.23178571428573,4934.490000000001
58570,2018 - 02,74.0,112.73162162162161,8342.14
58578,2018 - 05,127.0,302.28763779527554,38390.52999999999
58592,2018 - 02,67.0,134.65298507462686,9021.75
58618,2018 - 02,93.0,318.0398924731184,29577.71000000001
58621,2018 - 02,117.0,256.4829914529915,30008.510000000002
58631,2018 - 02,78.0,234.8211538461539,18316.050000000003
58642,2018 - 02,90.0,224.20255555555562,20178.230000000007
58646,2018 - 02,26.0,90.31499999999998,2348.1899999999996
58676,2018 - 02,48.0,301.9175000000001,14492.040000000005
58689,2018 - 02,37.0,484.6748648648648,17932.969999999998
58714,2018 - 02,30.0,564.4323333333333,16932.969999999998
58726,2018 - 02,6.0,222.0066666666667,1332.0400000000002
58756,2018 - 03,91.0,262.90538461538455,23924.389999999992
58763,2018 - 02,52.0,124.09019230769233,6452.690000000001
58839,2018 - 03,43.0,250.53418604651165,10772.970000000001
58865,2018 - 03,87.0,194.60942528735632,16931.02
59494,2018 - 03,62.0,218.97032258064516,13576.16
59585,2018 - 03,112.0,279.2984821428572,31281.430000000008
59598,2018 - 03,10.0,150.834,1508.34
59625,2018 - 03,57.0,157.87333333333333,8998.78
59770,2018 - 03,14.0,275.14142857142855,3851.98
59800,2018 - 03,37.0,85.2597297297297,3154.6099999999988
59815,2018 - 03,110.0,286.2819090909091,31491.010000000002
59865,2018 - 03,10.0,164.83499999999998,1648.35
59902,2018 - 03,9.0,301.20222222222225,2710.82
59981,2018 - 03,8.0,278.2875,2226.3
60013,2018 - 03,17.0,271.4929411764706,4615.38
60031,2018 - 03,92.0,141.91684782608692,13056.349999999997
60171,2018 - 03,54.0,282.5403703703704,15257.18
60210,2018 - 03,24.0,478.13375,11475.210000000001
60266,2018 - 03,67.0,130.1576119402985,8720.56
60368,2018 - 03,91.0,170.20219780219784,15488.400000000003
60379,2018 - 03,1.0,0.21,0.21
60471,2018 - 03,140.0,186.2727857142857,26078.19
60521,2018 - 03,89.0,270.28651685393265,24055.500000000007
60542,2018 - 03,17.0,154.0705882352941,2619.2
60628,2018 - 03,87.0,139.49344827586205,12135.929999999998
60634,2018 - 03,53.0,135.10188679245283,7160.4
60650,2018 - 03,72.0,103.39847222222221,7444.69
60684,2018 - 03,89.0,248.78022471910123,22141.44000000001
60724,2018 - 03,75.0,298.95040000000006,22421.280000000002
60726,2018 - 03,116.0,259.50396551724145,30102.460000000006
60752,2018 - 03,36.0,302.79222222222216,10900.519999999999
60755,2018 - 03,51.0,213.45176470588237,10886.04
60783,2018 - 03,62.0,151.60919354838714,9399.770000000002
60826,2018 - 04,1.0,33.43,33.43
60860,2018 - 03,21.0,154.4590476190476,3243.6399999999994
60872,2018 - 03,10.0,49.594,495.94
60877,2018 - 03,59.0,264.5410169491525,15607.919999999998
60892,2018 - 03,35.0,208.35799999999998,7292.529999999999
60918,2018 - 04,78.0,143.0574358974359,11158.480000000001
60924,2018 - 04,65.0,144.74876923076923,9408.67
60934,2018 - 03,109.0,263.3514678899083,28705.310000000005
60942,2018 - 03,38.0,98.69868421052631,3750.5499999999997
60947,2018 - 03,23.0,218.04217391304346,5014.969999999999
61022,2018 - 03,19.0,484.9526315789475,9214.100000000002
61060,2018 - 03,75.0,157.23586666666665,11792.689999999999
61089,2018 - 03,42.0,364.7642857142856,15320.099999999997
61099,2018 - 03,12.0,147.43583333333333,1769.23
61118,2018 - 03,105.0,159.03876190476197,16699.070000000007
61138,2018 - 04,7.0,211.13285714285712,1477.9299999999998
61153,2018 - 03,81.0,346.5782716049382,28072.839999999997
61157,2018 - 06,7.0,32.722857142857144,229.06
61204,2018 - 04,26.0,128.2096153846154,3333.4500000000003
61211,2018 - 03,28.0,423.75642857142867,11865.180000000002
61295,2018 - 04,136.0,195.3308823529412,26565.0
61369,2018 - 08,29.0,431.3810344827586,12510.05
61418,2018 - 04,66.0,98.77772727272729,6519.330000000001
61438,2018 - 04,24.0,238.70250000000001,5728.860000000001
61461,2018 - 04,17.0,394.5894117647059,6708.02
61494,2018 - 04,10.0,481.6549999999999,4816.549999999999
61642,2018 - 04,101.0,159.64495049504953,16124.140000000001
61712,2018 - 04,30.0,263.62166666666667,7908.65
61731,2018 - 04,97.0,197.8069072164948,19187.269999999997
61734,2018 - 04,54.0,164.7577777777778,8896.92
61738,2018 - 04,98.0,199.47051020408165,19548.11
61778,2018 - 04,20.0,507.5185,10150.37
61804,2018 - 04,5.0,456.486,2282.43
